No_Die,Datetime,Lot_Num,Wafer_Num,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,lithography_Chamber,Line_CD,Lamp,UV_type,Wavelength,Resolution,Energy_Exposure,Etching_Chamber,Process 3,Thin F4,Thin F3,Thin F2,Thin F1,Temp_Etching,Source_Power,Selectivity,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Current,Temp_implantation,Furance_Temp,RTA_Temp,Target,Datetime,Error_message,Yield
NOLSM5031917,07-03-2019 ?? 9:04:30,19,17,1,Oxidation,dry,871.143145,O2,21.96,0.22,227,716.51,2,Photo,1.00622,15.955,15.007,20.003,199.256,90,499.256,3985.114,4981.392,4.984,90.916,30.004,3,38.55,Hg-Arc,G,436,555.78,109.747,3,Etching,365,1538,3657,5709,71.651,52.084,1.052,3,Implantation,1.10E+16,9.20E+16,6.33E+17,3.01E+17,6.00E+17,32201.656,0.01,105.21,920,158,216,03-08-2018,[['Edge-Loc']],89.2
NOLSM5041918,07-03-2019 ?? 9:04:30,19,18,1,Oxidation,dry,871.010621,O2,21.94,0.22,227,716.331,3,Photo,1.05465,16.326,15.055,20.003,199.396,90,499.396,3987.912,4984.89,4.958,90.657,30.005,1,39.991,Hg-Arc,G,436,558.537,109.093,3,Etching,625,1515,3677,5719,71.633,51.986,1.05,3,Implantation,1.07E+16,9.36E+16,3.59E+17,3.00E+17,6.00E+17,32199.318,0.01,104.965,915,157,399,03-08-2018,[['Loc']],80.05
NOLSM5051919,07-03-2019 ?? 9:04:30,19,19,1,Oxidation,dry,871.4748208,O2,22.13,0.213,220,709.949,3,Photo,0.57505,16.868,15.11,20,202.855,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996,2,19.408,Hg-Arc,G,436,550.221,107.745,2,Etching,50,1422,3631,5703,70.995,50.934,1.023,2,Implantation,4.91E+15,3.96E+16,9.83E+16,3.01E+17,6.00E+17,32302.153,0.01,102.335,916,154,18,03-08-2018,none,99.1
NOLSM5061920,07-03-2019 ?? 9:04:30,19,20,1,Oxidation,dry,871.395986,O2,22.14,0.213,220,709.495,3,Photo,0.79649,17.421,15.069,20.001,203.441,90,503.441,4068.827,5086.034,5.103,93.683,29.994,3,28.894,Hg-Arc,G,436,546.867,108.327,1,Etching,214,1453,3636,5722,70.95,51.06,1.027,1,Implantation,1.47E+16,5.30E+16,9.01E+14,3.01E+17,6.00E+17,32298.512,0.01,102.651,920,154,75,03-08-2018,none,96.25
NOLSM5071921,07-03-2019 ?? 9:04:30,19,21,2,Oxidation,dry,872.3889367,O2,22.14,0.213,220,710.112,1,Photo,0.81782,17.509,15.029,20.001,204.091,90,504.091,4081.827,5102.283,5.122,93.935,30.01,1,39.421,Hg-Arc,G,436,553.719,109.144,1,Etching,136,1450,3633,5702,71.011,51.492,1.037,1,Implantation,1.01E+16,1.39E+16,8.29E+16,3.01E+17,6.00E+17,32298.272,0.01,103.731,928,156,57,03-08-2018,none,97.15
NOLSM5081922,07-03-2019 ?? 9:04:30,19,22,2,Oxidation,dry,872.8802881,O2,22.14,0.215,222,711.589,1,Photo,0.76717,16.877,14.896,19.995,205.684,90,505.684,4113.674,5142.092,5.124,92.576,29.996,2,19.43,Hg-Arc,G,436,553.769,107.464,2,Etching,95,1338,3633,5724,71.159,51.537,1.038,2,Implantation,3.48E+15,1.56E+16,1.97E+17,3.00E+17,6.00E+17,32302.224,0.01,103.843,913,156,9,03-08-2018,none,99.55
NOLSM5091923,07-03-2019 ?? 9:04:30,19,23,2,Oxidation,dry,871.8084556,O2,22.15,0.213,220,709.742,1,Photo,0.88754,16.717,14.888,20.002,202.524,90.001,502.524,4050.485,5063.106,5.072,92.969,29.999,3,28.585,Hg-Arc,G,436,548.822,108.066,3,Etching,151,1455,3631,5712,70.974,51.127,1.028,3,Implantation,2.03E+16,7.67E+16,1.03E+18,3.00E+17,6.00E+17,32300.691,0.01,102.818,918,154,21,03-08-2018,none,98.95
NOLSM5101924,07-03-2019 ?? 9:04:30,19,24,2,Oxidation,dry,872.3073461,O2,22.23,0.213,220,709.498,2,Photo,0.96266,16.684,14.95,19.999,203.733,89.999,503.733,4074.654,5093.318,5.08,93.218,30.006,2,25.438,Hg-Arc,G,436,552.475,108.465,2,Etching,53,1342,3631,5717,70.95,51.203,1.03,2,Implantation,2.02E+16,2.02E+17,5.76E+17,3.00E+17,6.00E+17,32299.17,0.01,103.007,920,155,24,03-08-2018,none,98.8
NOLSM5111925,07-03-2019 ?? 9:04:30,19,25,2,Oxidation,dry,871.5513535,O2,22.16,0.212,219,709.085,2,Photo,0.96179,17.103,14.937,20,204.448,90,504.448,4088.958,5111.198,5.122,93.574,29.997,3,32.084,Hg-Arc,G,436,544.71,109.136,1,Etching,148,1369,3629,5722,70.909,51.425,1.036,1,Implantation,1.23E+16,8.02E+16,8.92E+16,2.99E+17,6.00E+17,32299.206,0.01,103.562,924,155,18,03-08-2018,none,99.1
NOLSM5121926,07-03-2019 ?? 9:04:30,19,26,2,Oxidation,dry,872.2408441,O2,22.17,0.214,221,710.536,3,Photo,1.11455,16.597,14.956,19.997,204.603,90,504.603,4092.063,5115.078,5.089,92.934,30.002,1,14.799,Hg-Arc,G,436,546.757,107.732,1,Etching,188,1388,3638,5727,71.054,51.231,1.031,1,Implantation,2.14E+16,1.67E+17,1.21E+18,3.00E+17,6.00E+17,32302.035,0.01,103.077,913,155,72,03-08-2018,none,96.4
NOLSM5131927,07-03-2019 ?? 9:04:30,19,27,2,Oxidation,dry,871.7324708,O2,22.15,0.21,217,706.929,3,Photo,0.90259,16.756,14.922,19.995,202.727,90,502.727,4054.55,5068.187,5.071,92.755,30.005,2,17.83,Hg-Arc,G,436,550.156,107.203,2,Etching,221,1378,3635,5686,70.693,51.008,1.025,2,Implantation,8.62E+15,8.17E+15,4.53E+17,3.00E+17,6.00E+17,32299.62,0.01,102.519,910,154,66,03-08-2018,none,96.7
NOLSM514201,08-03-2019 ?? 9:04:30,20,1,2,Oxidation,dry,871.651861,O2,22.15,0.21,217,706.65,3,Photo,0.6718,16.343,14.994,20.003,202.346,89.999,502.346,4046.92,5058.65,5.044,92.354,29.998,3,30.393,Hg-Arc,G,436,565.422,106.942,3,Etching,256,1441,3639,5720,70.665,50.887,1.022,3,Implantation,1.85E+16,6.32E+16,4.41E+13,3.00E+17,6.00E+17,32301.028,0.01,102.218,907,153,96,03-09-2018,none,95.2
NOLSM515202,08-03-2019 ?? 9:04:30,20,2,3,Oxidation,dry,871.3413037,O2,22.15,0.209,216,705.856,1,Photo,0.86882,15.891,15.017,20.001,201.798,90,501.798,4035.953,5044.941,5.052,92.819,30.004,1,23.104,Hg-Arc,G,436,562.43,107.824,3,Etching,191,1328,3636,5714,70.586,50.914,1.023,3,Implantation,2.14E+16,1.91E+17,8.69E+17,3.00E+17,6.00E+17,32301.566,0.01,102.284,912,153,87,03-09-2018,none,95.65
NOLSM516203,08-03-2019 ?? 9:04:30,20,3,3,Oxidation,dry,872.0034233,O2,22.15,0.211,218,707.484,1,Photo,1.02722,16.954,14.899,19.997,203.082,90,503.082,4061.647,5077.059,5.078,92.306,29.995,2,16.981,Hg-Arc,G,436,547.869,107.096,2,Etching,224,1418,3639,5702,70.748,51.262,1.032,2,Implantation,2.81E+15,1.87E+16,6.39E+16,3.00E+17,6.00E+17,32299.398,0.01,103.155,907,155,93,03-09-2018,none,95.35
NOLSM517204,08-03-2019 ?? 9:04:30,20,4,3,Oxidation,dry,871.3933033,O2,22.15,0.21,217,706.93,1,Photo,0.64198,16.406,14.939,20.001,202.085,89.999,502.085,4041.702,5052.128,5.043,93.387,29.997,3,32.751,Hg-Arc,G,436,549.126,109.133,1,Etching,122,1408,3630,5717,70.693,50.996,1.025,1,Implantation,7.68E+15,7.68E+16,1.62E+15,2.98E+17,6.00E+17,32297.597,0.01,102.491,923,154,45,03-09-2018,none,97.75
NOLSM518205,08-03-2019 ?? 9:04:30,20,5,3,Oxidation,dry,871.7412666,O2,22.17,0.213,220,709.798,2,Photo,0.84431,16.443,14.913,20.004,204.517,89.998,504.517,4090.335,5112.919,5.108,93.2,30.005,1,30.79,Hg-Arc,G,436,552.745,108.555,1,Etching,236,1391,3636,5714,70.98,51.72,1.043,1,Implantation,1.35E+16,1.47E+16,43946927937,3.01E+17,6.00E+17,32298.998,0.01,104.3,919,156,69,03-09-2018,none,96.55
NOLSM519206,08-03-2019 ?? 9:04:30,20,6,3,Oxidation,dry,872.0376085,O2,22.17,0.212,219,709.083,2,Photo,0.95386,16.222,15.128,20.001,202.992,90.001,502.992,4059.845,5074.806,5.081,93.177,30.002,2,25.231,Hg-Arc,G,436,549.41,108.518,2,Etching,286,1349,3635,5680,70.908,51.437,1.036,2,Implantation,1.04E+16,1.67E+16,3.09E+17,3.00E+17,6.00E+17,32298.324,0.01,103.594,919,155,69,03-09-2018,none,96.55
NOLSM520207,08-03-2019 ?? 9:04:30,20,7,3,Oxidation,dry,871.477974,O2,22.15,0.213,220,709.835,3,Photo,0.9912,17.019,14.931,20.005,203.729,90,503.729,4074.581,5093.226,5.065,92.822,30.009,1,31.899,Hg-Arc,G,436,562.959,108.407,3,Etching,174,1432,3635,5729,70.984,51.358,1.034,3,Implantation,4.51E+15,2.93E+14,2.29E+12,2.99E+17,6.00E+17,32301.632,0.01,103.396,917,155,48,03-09-2018,none,97.6
NOLSM521208,08-03-2019 ?? 9:04:30,20,8,3,Oxidation,dry,871.6370098,O2,22.14,0.213,220,709.288,3,Photo,1.08232,16.593,14.963,20.001,203.311,90,503.311,4066.225,5082.781,5.088,93.28,29.999,2,28.066,Hg-Arc,G,436,543.316,108.888,2,Etching,136,1331,3630,5717,70.929,51.567,1.039,2,Implantation,6.35E+15,3.42E+16,3.37E+17,2.98E+17,6.00E+17,32300.207,0.01,103.917,921,156,24,03-09-2018,none,98.8
NOLSM522209,08-03-2019 ?? 9:04:30,20,9,3,Oxidation,dry,872.2525238,O2,22.16,0.213,220,709.286,3,Photo,0.90366,16.864,14.986,19.997,203.885,90,503.885,4077.709,5097.137,5.118,92.893,29.995,3,29.83,Hg-Arc,G,436,548.989,108.531,1,Etching,208,1350,3632,5719,70.929,51.831,1.046,1,Implantation,5.82E+15,4.18E+16,3.27E+17,3.01E+17,6.00E+17,32296.267,0.01,104.578,920,157,39,03-09-2018,none,98.05
NOLSM5232010,08-03-2019 ?? 9:04:30,20,10,1,Oxidation,dry,872.1878902,O2,22.17,0.214,221,710.471,1,Photo,1.07572,17.768,15.056,20.002,203.915,90,503.915,4078.307,5097.884,5.095,93.599,29.994,1,38.256,Hg-Arc,G,436,542.454,109.373,1,Etching,404,1460,3649,5687,71.047,51.579,1.039,1,Implantation,3.92E+15,3.06E+15,6.15E+14,2.99E+17,6.00E+17,32299.096,0.01,103.946,926,156,204,03-09-2018,[['Center']],89.8
NOLSM5242011,08-03-2019 ?? 9:04:30,20,11,1,Oxidation,dry,871.8763382,O2,22.18,0.214,221,711.086,1,Photo,1.15825,16.266,15.075,19.995,204.393,90,504.393,4087.868,5109.835,5.118,93.526,30.011,2,32.194,Hg-Arc,G,436,546.144,109.183,2,Etching,111,1260,3631,5681,71.109,51.717,1.043,2,Implantation,1.32E+16,6.51E+16,6.63E+17,2.99E+17,6.00E+17,32301.184,0.01,104.294,926,156,18,03-09-2018,none,99.1
NOLSM5252012,08-03-2019 ?? 9:04:30,20,12,1,Oxidation,dry,872.1512961,O2,22.16,0.215,222,711.327,1,Photo,0.91222,16.985,15.119,20.003,203.99,90,503.99,4079.809,5099.761,5.09,92.831,30,3,30.328,Hg-Arc,G,436,560.847,107.964,3,Etching,217,1337,3638,5720,71.133,51.574,1.039,3,Implantation,8.59E+15,7.03E+14,3.47E+12,3.00E+17,6.00E+17,32299.768,0.01,103.934,917,156,66,03-09-2018,none,96.7
NOLSM5262013,08-03-2019 ?? 9:04:30,20,13,1,Oxidation,dry,872.3514959,O2,22.18,0.213,220,709.459,2,Photo,1.02492,15.778,15.15,19.995,203.293,89.999,503.293,4065.858,5082.323,5.086,93.502,30.008,1,37.438,Hg-Arc,G,436,551.252,109.051,3,Etching,177,1323,3633,5709,70.946,51.451,1.036,3,Implantation,9.40E+15,2.13E+16,5.53E+17,3.01E+17,6.00E+17,32299.45,0.01,103.629,923,155,51,03-09-2018,none,97.45
NOLSM5272014,08-03-2019 ?? 9:04:30,20,14,1,Oxidation,dry,871.8682905,O2,22.18,0.214,221,710.33,2,Photo,1.09122,16.053,15.03,19.999,204.02,90,504.02,4080.394,5100.492,5.096,93.504,30.008,2,32.18,Hg-Arc,G,436,547.369,109.161,2,Etching,193,1511,3637,5696,71.033,51.592,1.04,2,Implantation,9.46E+15,7.49E+16,5.67E+17,3.00E+17,6.00E+17,32300.321,0.01,103.98,925,156,93,03-09-2018,none,95.35
NOLSM5282015,08-03-2019 ?? 9:04:30,20,15,1,Oxidation,dry,871.8874713,O2,22.18,0.215,222,711.374,2,Photo,0.94038,16.584,15,19.998,204.503,90,504.503,4090.053,5112.566,5.102,93.713,29.995,3,35.603,Hg-Arc,G,436,546.557,109.587,1,Etching,237,1488,3641,5691,71.137,51.717,1.043,1,Implantation,1.68E+16,1.67E+17,9.99E+17,3.02E+17,6.00E+17,32298.304,0.01,104.293,928,156,126,03-09-2018,none,93.7
NOLSM5292016,08-03-2019 ?? 9:04:30,20,16,1,Oxidation,dry,872.3467639,O2,22.17,0.216,223,712.339,3,Photo,1.07401,17.535,15.027,20,205.225,90,505.225,4104.503,5130.629,5.126,93.573,30.017,1,46.454,Hg-Arc,G,436,553.258,109.746,1,Etching,255,1482,3641,5729,71.234,51.851,1.046,1,Implantation,8.59E+15,1.98E+16,4.29E+16,2.99E+17,6.00E+17,32298.664,0.01,104.627,928,157,114,03-09-2018,none,94.3
NOLSM5302017,08-03-2019 ?? 9:04:30,20,17,1,Oxidation,dry,871.8871054,O2,22.16,0.216,223,712.491,3,Photo,0.92206,17.288,14.912,20.001,204.475,90,504.475,4089.491,5111.864,5.1,93.338,29.999,2,34.835,Hg-Arc,G,436,547.627,109.378,2,Etching,256,1482,3643,5709,71.249,51.735,1.043,2,Implantation,1.54E+16,5.11E+16,1.43E+16,2.99E+17,6.00E+17,32298.65,0.01,104.337,927,157,135,03-09-2018,none,93.25
NOLSM5312018,08-03-2019 ?? 9:04:30,20,18,1,Oxidation,dry,872.0227477,O2,22.17,0.215,222,711.695,3,Photo,0.79623,17.265,15,20.002,203.917,90.001,503.917,4078.335,5097.919,5.102,93.463,30.001,3,34.207,Hg-Arc,G,436,547.84,109.377,3,Etching,151,1386,3634,5711,71.169,51.714,1.043,3,Implantation,5.08E+15,5.32E+15,7.89E+16,2.97E+17,6.00E+17,32299.38,0.01,104.284,927,156,54,03-09-2018,none,97.3
NOLSM5322019,08-03-2019 ?? 9:04:30,20,19,2,Oxidation,dry,871.8575757,O2,22.15,0.215,222,711.527,1,Photo,1.05757,16.547,14.913,19.99,204.601,90,504.601,4092.02,5115.025,5.111,93.421,30.004,1,42.31,Hg-Arc,G,436,557.006,109.311,3,Etching,206,1519,3641,5725,71.153,51.744,1.044,3,Implantation,1.63E+16,1.35E+13,2.80E+15,2.99E+17,6.00E+17,32296.996,0.01,104.359,926,157,117,03-09-2018,none,94.15
NOLSM5332020,08-03-2019 ?? 9:04:30,20,20,2,Oxidation,dry,872.3701521,O2,22.15,0.215,222,711.963,1,Photo,0.92897,16.544,15.001,19.999,203.783,90,503.783,4075.654,5094.568,5.093,93.335,29.997,2,32.788,Hg-Arc,G,436,542.295,109.295,2,Etching,158,1394,3637,5693,71.196,51.704,1.043,2,Implantation,1.23E+16,1.06E+17,7.11E+17,3.00E+17,6.00E+17,32300.456,0.01,104.261,925,156,75,03-09-2018,none,96.25
NOLSM5342021,08-03-2019 ?? 9:04:30,20,21,2,Oxidation,dry,871.5555397,O2,22.16,0.215,222,711.736,1,Photo,0.83374,16.461,14.99,19.999,204.443,90,504.443,4088.858,5111.072,5.101,93.584,30.002,3,36.083,Hg-Arc,G,436,543.142,109.724,1,Etching,278,1446,3641,5689,71.174,51.699,1.042,1,Implantation,1.68E+16,1.60E+17,8.38E+17,3.00E+17,6.00E+17,32302.568,0.01,104.247,929,156,120,03-09-2018,none,94
NOLSM5352022,08-03-2019 ?? 9:04:30,20,22,2,Oxidation,dry,871.8950263,O2,22.15,0.216,223,712.87,2,Photo,0.79838,16.131,14.99,19.998,204.517,90.001,504.517,4090.339,5112.924,5.112,93.311,29.996,1,36.508,Hg-Arc,G,436,545.692,109.136,1,Etching,381,1519,3656,5713,71.287,51.796,1.045,1,Implantation,1.80E+16,1.49E+17,6.07E+17,3.00E+17,6.00E+17,32302.655,0.01,104.49,925,157,258,03-09-2018,[['Scratch']],87.1
NOLSM5362023,08-03-2019 ?? 9:04:30,20,23,2,Oxidation,dry,871.7133155,O2,22.15,0.215,222,711.696,2,Photo,0.98389,17.234,15.04,20.003,203.741,90,503.741,4074.826,5093.533,5.113,93.575,30.008,2,36.34,Hg-Arc,G,436,556.01,109.347,2,Etching,297,1509,3645,5708,71.17,51.694,1.042,2,Implantation,2.18E+16,1.45E+16,4.03E+13,2.98E+17,6.00E+17,32300.28,0.01,104.234,926,156,156,03-09-2018,none,92.2
NOLSM5372024,08-03-2019 ?? 9:04:30,20,24,2,Oxidation,dry,871.954572,O2,22.12,0.215,222,711.642,2,Photo,0.87622,16.95,15.079,20.005,204.076,89.999,504.076,4081.513,5101.892,5.088,92.839,29.992,3,30.242,Hg-Arc,G,436,548.256,108.67,3,Etching,212,1455,3639,5698,71.164,51.679,1.042,3,Implantation,1.25E+16,1.58E+14,131373194.6,2.99E+17,6.00E+17,32298.299,0.01,104.196,922,156,90,03-09-2018,none,95.5
NOLSM5382025,08-03-2019 ?? 9:04:30,20,25,2,Oxidation,dry,871.0201261,O2,22.12,0.215,222,711.194,3,Photo,0.90867,16.656,14.903,19.994,203.471,90.001,503.471,4069.412,5086.765,5.087,93.256,29.993,2,33.182,Hg-Arc,G,436,548.616,109.223,2,Etching,177,1377,3640,5687,71.119,51.595,1.04,2,Implantation,1.46E+16,2.46E+16,5.51E+14,3.01E+17,6.00E+17,32299.462,0.01,103.987,926,156,117,03-09-2018,none,94.15
NOLSM5392026,08-03-2019 ?? 9:04:30,20,26,2,Oxidation,dry,871.5725408,O2,22.14,0.216,223,712.558,3,Photo,0.71989,16.692,14.96,19.998,203.888,90,503.888,4077.769,5097.211,5.097,93.546,30.005,3,37.54,Hg-Arc,G,436,544.81,109.858,1,Etching,190,1465,3636,5722,71.256,51.811,1.045,1,Implantation,6.43E+15,6.43E+16,2.93E+17,3.00E+17,6.00E+17,32299.684,0.01,104.527,931,157,66,03-09-2018,none,96.7
NOLSM5402027,08-03-2019 ?? 9:04:30,20,27,3,Oxidation,dry,872.0957101,O2,22.15,0.217,224,714.02,1,Photo,0.96888,17.26,14.965,20.001,205.056,90,505.056,4101.112,5126.39,5.103,93.38,29.997,1,43.585,Hg-Arc,G,436,543.356,109.779,1,Etching,204,1388,3641,5728,71.402,51.834,1.046,1,Implantation,1.70E+16,4.15E+16,9.20E+15,3.00E+17,6.00E+17,32302.118,0.01,104.586,929,157,102,03-09-2018,none,94.9
NOLSM541211,17-02-2019 ?? 9:04:30,21,1,3,Oxidation,dry,872.3819847,O2,22.16,0.216,223,712.87,1,Photo,1.00154,16.862,14.931,19.998,204.702,89.999,504.702,4094.047,5117.559,5.107,93.529,29.988,2,47.83,Hg-Arc,G,436,548.32,110.53,2,Etching,205,1491,3641,5683,71.287,51.867,1.047,2,Implantation,1.96E+16,1.65E+17,2.11E+17,3.00E+17,6.00E+17,32302.213,0.01,104.667,934,157,120,02-18-2018,none,94
NOLSM542212,17-02-2019 ?? 9:04:30,21,2,3,Oxidation,dry,871.8900241,O2,22.17,0.219,226,716.026,1,Photo,0.93292,16.674,14.908,19.998,204.234,90,504.234,4084.68,5105.85,5.116,93.645,30.001,3,37.494,Hg-Arc,G,436,541.911,109.924,3,Etching,215,1406,3643,5703,71.603,52.199,1.055,3,Implantation,1.31E+16,1.30E+17,6.30E+17,3.01E+17,6.00E+17,32301.804,0.01,105.498,933,158,111,02-18-2018,none,94.45
NOLSM543213,17-02-2019 ?? 9:04:30,21,3,3,Oxidation,dry,871.7859734,O2,22.17,0.219,226,715.157,2,Photo,0.99309,16.873,14.917,19.998,204.556,89.998,504.556,4091.123,5113.904,5.102,93.474,29.994,1,45.14,Hg-Arc,G,436,542.695,109.945,3,Etching,174,1448,3637,5706,71.516,51.977,1.049,3,Implantation,2.13E+16,1.54E+17,1.02E+12,3.01E+17,6.00E+17,32300.133,0.01,104.943,931,157,54,02-18-2018,none,97.3
NOLSM544214,17-02-2019 ?? 9:04:30,21,4,3,Oxidation,dry,871.956216,O2,22.16,0.217,224,713.608,2,Photo,1.0494,16.78,14.912,20.001,204.212,89.999,504.212,4084.234,5105.292,5.098,93.241,30,2,39.937,Hg-Arc,G,436,547.454,109.814,2,Etching,204,1377,3642,5696,71.361,52.042,1.051,2,Implantation,1.35E+16,1.07E+17,1.03E+16,2.99E+17,6.00E+17,32300.191,0.01,105.104,928,158,114,02-18-2018,none,94.3
NOLSM545215,17-02-2019 ?? 9:04:30,21,5,3,Oxidation,dry,872.1269792,O2,22.16,0.216,223,712.692,2,Photo,0.93368,16.36,14.966,19.999,204.238,90.001,504.238,4084.761,5105.951,5.121,94.516,29.999,3,45.357,Hg-Arc,G,436,532.047,111.247,1,Etching,277,1456,3639,5706,71.269,52.165,1.054,1,Implantation,5.85E+15,3.49E+16,2.28E+16,2.98E+17,6.00E+17,32299.577,0.01,105.413,938,158,117,02-18-2018,none,94.15
NOLSM546216,17-02-2019 ?? 9:04:30,21,6,3,Oxidation,dry,872.0913097,O2,22.17,0.218,225,714.415,3,Photo,0.51565,16.591,15.14,20.001,206.204,89.999,506.204,4124.072,5155.091,5.163,94.396,29.99,1,54.056,Hg-Arc,G,436,537.644,111.176,1,Etching,235,1420,3643,5722,71.441,52.573,1.064,1,Implantation,1.85E+16,2.20E+15,27458226884,3.02E+17,6.00E+17,32299.568,0.01,106.433,938,160,141,02-18-2018,none,92.95
NOLSM547217,17-02-2019 ?? 9:04:30,21,7,3,Oxidation,dry,872.08619,O2,22.17,0.219,226,715.404,3,Photo,0.49182,16.869,14.947,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.776,29.996,2,42.706,Hg-Arc,G,436,542.278,110.133,2,Etching,204,1393,3638,5706,71.54,52.562,1.064,2,Implantation,1.56E+16,4.39E+13,1.09E+14,3.01E+17,6.00E+17,32299.833,0.01,106.404,932,160,60,02-18-2018,none,97
NOLSM548218,17-02-2019 ?? 9:04:30,21,8,3,Oxidation,dry,871.5259247,O2,22.2,0.217,224,713.132,3,Photo,0.97399,17.701,15.056,20.001,205.604,90,505.604,4112.073,5140.092,5.132,94.389,30.001,3,48.753,Hg-Arc,G,436,546.736,111.052,3,Etching,267,1410,3640,5690,71.313,52.23,1.056,3,Implantation,1.68E+16,1.43E+16,9.81E+13,3.01E+17,6.00E+17,32300.763,0.01,105.575,937,158,120,02-18-2018,none,94
NOLSM549219,17-02-2019 ?? 9:04:30,21,9,1,Oxidation,dry,872.2034211,O2,22.18,0.218,225,714.295,1,Photo,0.95345,15.958,15.076,19.997,206.116,90,506.116,4122.317,5152.896,5.115,93.043,30.007,1,31.512,Hg-Arc,G,436,544.737,108.828,3,Etching,144,1471,3640,5685,71.43,52.225,1.056,3,Implantation,1.43E+16,1.07E+17,5.71E+17,2.99E+17,6.00E+17,32302.167,0.01,105.563,922,158,69,02-18-2018,none,96.55
NOLSM5502110,17-02-2019 ?? 9:04:30,21,10,1,Oxidation,dry,871.9966538,O2,22.15,0.213,220,710.114,1,Photo,1.02764,15.916,15.084,19.997,203.642,90,503.642,4072.835,5091.044,5.104,93.541,30,2,39.583,Hg-Arc,G,436,547.376,109.784,2,Etching,183,1417,3637,5700,71.011,51.705,1.043,2,Implantation,1.68E+16,1.64E+17,7.77E+17,3.00E+17,6.00E+17,32302.291,0.01,104.263,929,156,99,02-18-2018,none,95.05
NOLSM5512111,17-02-2019 ?? 9:04:30,21,11,1,Oxidation,dry,871.9976645,O2,22.15,0.214,221,710.617,1,Photo,0.78214,16.247,15.101,20.002,204.42,90.001,504.42,4088.407,5110.509,5.114,93.317,30.001,3,34.607,Hg-Arc,G,436,543.418,109.532,1,Etching,227,1418,3639,5726,71.062,51.891,1.047,1,Implantation,1.46E+16,2.27E+15,5.92E+16,3.00E+17,6.00E+17,32297.831,0.01,104.728,927,157,108,02-18-2018,none,94.6
NOLSM5522112,17-02-2019 ?? 9:04:30,21,12,1,Oxidation,dry,871.7516145,O2,22.13,0.215,222,711.632,2,Photo,1.05805,16.739,14.964,19.997,204.484,89.999,504.484,4089.681,5112.101,5.094,93.186,29.997,1,36.939,Hg-Arc,G,436,545.707,109.167,1,Etching,270,1476,3643,5686,71.163,51.853,1.046,1,Implantation,1.43E+16,1.12E+17,5.20E+17,2.99E+17,6.00E+17,32301.493,0.01,104.633,924,157,129,02-18-2018,none,93.55
NOLSM5532113,17-02-2019 ?? 9:04:30,21,13,1,Oxidation,dry,871.6678231,O2,22.1,0.213,220,710.084,2,Photo,0.64519,15.99,15.121,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.017,29.991,3,32.311,Hg-Arc,G,436,542.1,109.241,3,Etching,193,1368,3634,5715,71.008,51.72,1.043,3,Implantation,1.03E+16,1.03E+17,5.83E+17,3.00E+17,6.00E+17,32300.641,0.01,104.301,923,156,57,02-18-2018,none,97.15
NOLSM5542114,17-02-2019 ?? 9:04:30,21,14,1,Oxidation,dry,871.4514757,O2,22.1,0.213,220,710.093,3,Photo,0.97209,17.012,15.063,19.998,203.558,90.001,503.558,4071.152,5088.94,5.09,93.152,30.005,1,40.276,Hg-Arc,G,436,544.474,109.461,3,Etching,184,1425,3633,5681,71.009,51.837,1.046,3,Implantation,1.78E+16,1.35E+17,3.21E+16,3.00E+17,6.00E+17,32301.962,0.01,104.592,924,157,54,02-18-2018,none,97.3
NOLSM5552115,17-02-2019 ?? 9:04:30,21,15,1,Oxidation,dry,871.6029767,O2,22.1,0.213,220,709.915,3,Photo,0.96194,16.115,15.001,20,204.024,90.001,504.024,4080.471,5100.588,5.096,92.998,30.001,2,30.716,Hg-Arc,G,436,540.64,109.151,2,Etching,138,1398,3633,5722,70.991,51.915,1.048,2,Implantation,4.87E+15,1.45E+16,2.92E+17,3.02E+17,6.00E+17,32296.959,0.01,104.787,923,157,48,02-18-2018,none,97.6
NOLSM5562116,17-02-2019 ?? 9:04:30,21,16,1,Oxidation,dry,871.05709,O2,22.11,0.214,221,710.547,3,Photo,0.62784,16.257,15.037,19.998,203.303,90.001,503.303,4066.052,5082.565,5.079,93.43,29.995,3,37.029,Hg-Arc,G,436,539.235,109.942,1,Etching,218,1408,3635,5711,71.055,51.75,1.044,1,Implantation,1.17E+16,1.16E+17,9.43E+16,3.02E+17,6.00E+17,32299.553,0.01,104.375,929,157,69,02-18-2018,none,96.55
